method_is_get,method_is_post,uri_length,uri_depth,has_query,query_length,special_char_count,digit_ratio,url_encoded_count,has_double_encoding,path_traversal_count,has_sensitive_file,has_cmd_keyword,has_sql_keyword,is_binary_request,status_code,is_4xx,is_5xx,user_agent_length,is_empty_user_agent,is_bot_user_agent,ip,timestamp,size,referrer
1,0,5,1,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,111,0,0,176.65.149.253,08/Mar/2026:16:54:39 +0000,5408,-
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,139,0,0,43.159.152.184,08/Mar/2026:16:56:54 +0000,143,-
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,359,0,0,54.223.198.64,08/Mar/2026:17:12:30 +0000,1561,-
1,0,22,2,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,359,0,0,54.223.198.64,08/Mar/2026:17:12:30 +0000,3932,https://jcw.directionclock.top/login?redirect=/index
1,0,12,1,0,0,2,0.0,0,0,0,0,0,0,0,200,0,0,359,0,0,54.223.118.134,08/Mar/2026:17:12:30 +0000,88446,https://jcw.directionclock.top/login?redirect=/index
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,117,0,0,52.80.255.178,08/Mar/2026:17:13:22 +0000,1561,-
1,0,22,2,0,0,2,0.0,0,0,0,1,0,0,0,200,0,0,117,0,0,52.80.255.178,08/Mar/2026:17:13:22 +0000,3802,https://jcw.directionclock.top/login?redirect=/index
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,404,1,0,18,0,1,85.239.40.84,08/Mar/2026:17:37:45 +0000,143,-
1,0,1,1,0,0,1,0.0,0,0,0,0,0,0,0,200,0,0,18,0,1,85.239.40.84,08/Mar/2026:17:37:46 +0000,1561,-
0,1,65,13,0,0,33,0.15384615384615385,10,0,0,0,1,1,0,400,1,0,1,0,0,47.253.5.130,08/Mar/2026:17:49:52 +0000,173,-
0,1,120,10,0,0,52,0.4666666666666667,28,0,0,0,1,1,0,400,1,0,1,0,0,47.253.5.130,08/Mar/2026:17:49:53 +0000,173,-
0,1,76,3,1,63,10,0.039473684210526314,4,0,0,0,1,1,0,405,1,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:53 +0000,173,-
0,1,65,3,1,63,9,0.046153846153846156,4,0,0,0,1,1,0,405,1,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,173,-
1,0,51,7,0,0,8,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,5408,-
1,0,47,6,0,0,7,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,5408,-
1,0,43,6,0,0,7,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,5408,-
1,0,39,5,0,0,6,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:54 +0000,5408,-
1,0,46,5,0,0,6,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-
1,0,58,8,0,0,9,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-
1,0,44,6,0,0,7,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-
1,0,40,5,0,0,6,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-
1,0,36,5,0,0,6,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:55 +0000,5408,-
1,0,32,4,0,0,5,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:56 +0000,5408,-
1,0,48,7,0,0,8,0.0,0,0,0,1,0,1,0,200,0,0,15,0,0,47.253.5.130,08/Mar/2026:17:49:56 +0000,5408,-
